bytes_per_client_round,class_gap_proxy,config_anchor_normalize,config_anchor_size,config_bandwidth,config_class_sep,config_classical_bandwidth,config_classical_sketch_dim,config_common_policy,config_cov_boost,config_data_structure,config_dataset,config_dataset_path,config_depol_p,config_depol_std,config_dirichlet_alpha,config_hop_dim,config_hop_weight,config_n_classes,config_n_test,config_n_train,config_obs_per_client,config_observable_overlap,config_observables,config_participation,config_readout_p,config_readout_std,config_seed,config_shot_noise_scale,config_shots,config_sketch_dim,config_wrong_shift,distortion_proxy,elapsed_sec,final_acc,final_balanced_acc,method,run
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,6.207370042800903,0.24240000000000003,0.23989019443437104,fedadam_schema,overlap_fashion10_o0p20_seed2
7724,0.3499939319772826,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,6.521402835845947,0.21682500000000005,0.21699100731121349,fedproto_schema,overlap_fashion10_o0p20_seed2
7724,0.28498924291132127,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,1.273757744693037,6.414249658584595,0.5848,0.5868515457590616,shared_observable,overlap_fashion10_o0p20_seed2
7724,0.20607647941436216,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.274066983825716,5.377094268798828,0.2334,0.23283148398656223,no_schema,overlap_fashion10_o0p20_seed2
11564,0.31740998600198544,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.07584078107190494,7.648601293563843,0.16582500000000003,0.16540754782922376,wrong_schema,overlap_fashion10_o0p20_seed2
7724,4.530421713195185,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,7.274388551712036,0.64945,0.6473059696752884,qproto_cproto,overlap_fashion10_o0p20_seed2
11564,4.530421713195185,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,8.304198026657104,0.6500499999999999,0.6478882495565372,qproto_chop,overlap_fashion10_o0p20_seed2
24364,6.578993449751737,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,10.460047006607056,0.67085,0.669176843419225,qproto_masked_hop,overlap_fashion10_o0p20_seed2
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.6,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,6.231138706207275,0.39404999999999996,0.39574922586023514,fedadam_schema,overlap_fashion10_o0p60_seed0
7724,0.38915943083826426,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.6,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,6.8576340675354,0.38612499999999994,0.38784810694039784,fedproto_schema,overlap_fashion10_o0p60_seed0
7724,0.45351595102626274,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.6,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,1.0655780880470689,6.801374197006226,0.6725,0.6748300992285687,shared_observable,overlap_fashion10_o0p60_seed0
7724,0.21274396018183492,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.6,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.16122428887886803,5.52777886390686,0.20565000000000003,0.20673595814543266,no_schema,overlap_fashion10_o0p60_seed0
11564,0.34333971903996213,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.6,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.22636233679647713,7.7344255447387695,0.147925,0.14905945883603997,wrong_schema,overlap_fashion10_o0p60_seed0
7724,4.718484766448238,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.6,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,7.250099182128906,0.668,0.670447179387814,qproto_cproto,overlap_fashion10_o0p60_seed0
11564,4.718484766448238,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.6,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,8.27347731590271,0.6676,0.6700812657020789,qproto_chop,overlap_fashion10_o0p60_seed0
24364,7.177337663231233,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.6,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,10.404936790466309,0.6737000000000002,0.6762804382803701,qproto_masked_hop,overlap_fashion10_o0p60_seed0
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.6,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,13.36664080619812,0.2958,0.3029901134658711,fedadam_schema,overlap_fashion10_o0p60_seed1
7724,0.35200839736607326,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.6,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,15.051635265350342,0.30924999999999997,0.3111072621937542,fedproto_schema,overlap_fashion10_o0p60_seed1
7724,0.43688800965006896,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.6,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,1.0817246826031774,17.513408660888672,0.65725,0.6560899659359027,shared_observable,overlap_fashion10_o0p60_seed1
7724,0.22225096961320437,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.6,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.17869701131940943,15.313823461532593,0.225575,0.2275409293750133,no_schema,overlap_fashion10_o0p60_seed1
11564,0.37051678032248114,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.6,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.20272448245927593,17.820605278015137,0.15650000000000003,0.15794364426142588,wrong_schema,overlap_fashion10_o0p60_seed1
7724,4.631903235731296,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.6,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,13.328815698623657,0.659725,0.6580934466342143,qproto_cproto,overlap_fashion10_o0p60_seed1
11564,4.631903235731296,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.6,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,15.440961837768555,0.66115,0.6594785144744143,qproto_chop,overlap_fashion10_o0p60_seed1
24364,7.221573455045849,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.6,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,18.308958768844604,0.666825,0.6652715636344341,qproto_masked_hop,overlap_fashion10_o0p60_seed1
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.6,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,12.229202270507812,0.4107,0.4105459920642227,fedadam_schema,overlap_fashion10_o0p60_seed2
7724,0.38338258810479714,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.6,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,14.789956331253052,0.39325,0.39474373599624923,fedproto_schema,overlap_fashion10_o0p60_seed2
7724,0.4642919924359968,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.6,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,1.1038768798472727,14.942942380905151,0.6677,0.6644941241763272,shared_observable,overlap_fashion10_o0p60_seed2
7724,0.19648190361309906,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.6,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.16870533253823805,12.251031875610352,0.225875,0.22608017207925718,no_schema,overlap_fashion10_o0p60_seed2
11564,0.3203904702432464,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.6,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.1664396270823781,12.959648609161377,0.154575,0.15454085406756174,wrong_schema,overlap_fashion10_o0p60_seed2
7724,4.55692214094846,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.6,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,6.7627904415130615,0.680025,0.6770308730150775,qproto_cproto,overlap_fashion10_o0p60_seed2
11564,4.55692214094846,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.6,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,7.260719299316406,0.680225,0.6772105322889659,qproto_chop,overlap_fashion10_o0p60_seed2
24364,6.924985166098472,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.6,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,9.19037675857544,0.6801250000000001,0.6773665601581502,qproto_masked_hop,overlap_fashion10_o0p60_seed2
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,1.0,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,5.374514579772949,0.667225,0.6686877411048224,fedadam_schema,overlap_fashion10_o1p00_seed0
7724,0.5296114306417233,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,1.0,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,5.943607807159424,0.6648999999999999,0.6668636552318676,fedproto_schema,overlap_fashion10_o1p00_seed0
7724,0.5327556580627346,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,1.0,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,5.979617595672607,0.6625500000000001,0.6646144435697809,shared_observable,overlap_fashion10_o1p00_seed0
7724,0.21993495722968978,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,1.0,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.9043393414478017,4.610377311706543,0.22864999999999996,0.22976233692091813,no_schema,overlap_fashion10_o1p00_seed0
11564,0.3409222815382545,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,1.0,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,1.27497764384674,6.582441568374634,0.14235000000000003,0.14309310951539764,wrong_schema,overlap_fashion10_o1p00_seed0
7724,4.215705399746472,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,1.0,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,6.172825813293457,0.674625,0.6772511573325453,qproto_cproto,overlap_fashion10_o1p00_seed0
11564,4.215705399746472,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,1.0,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,11.429945230484009,0.6765500000000001,0.6792414906232158,qproto_chop,overlap_fashion10_o1p00_seed0
24364,4.215705399746472,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,1.0,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,13.775156497955322,0.6763,0.6789118390610878,qproto_masked_hop,overlap_fashion10_o1p00_seed0
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,1.0,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,11.649348258972168,0.6575249999999999,0.6564996568864732,fedadam_schema,overlap_fashion10_o1p00_seed1
7724,0.5238073682932815,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,1.0,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,11.816385269165039,0.65165,0.6513007846808991,fedproto_schema,overlap_fashion10_o1p00_seed1
7724,0.5298733052693446,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,1.0,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,15.180694103240967,0.650125,0.6496258414998666,shared_observable,overlap_fashion10_o1p00_seed1
7724,0.24306623162945273,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,1.0,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.8759763058505877,13.591926097869873,0.25484999999999997,0.25845914849574175,no_schema,overlap_fashion10_o1p00_seed1
11564,0.3707612428989798,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,1.0,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,1.2487875286599281,14.080004215240479,0.133125,0.1341630455685527,wrong_schema,overlap_fashion10_o1p00_seed1
7724,4.187669696346991,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,1.0,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,12.153961181640625,0.650575,0.6496406785659876,qproto_cproto,overlap_fashion10_o1p00_seed1
11564,4.187669696346991,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,1.0,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,13.970791339874268,0.6533,0.6522358653017482,qproto_chop,overlap_fashion10_o1p00_seed1
24364,4.187669696346991,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,1.0,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,15.896092414855957,0.6512,0.650355611654623,qproto_masked_hop,overlap_fashion10_o1p00_seed1
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,1.0,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,9.971093654632568,0.6939,0.6911122391552704,fedadam_schema,overlap_fashion10_o1p00_seed2
7724,0.49332802862460196,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,1.0,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,11.740728855133057,0.6886,0.6863099627311813,fedproto_schema,overlap_fashion10_o1p00_seed2
7724,0.4890970881532666,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,1.0,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,13.916862726211548,0.688375,0.6860405135896619,shared_observable,overlap_fashion10_o1p00_seed2
7724,0.20461582306132553,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,1.0,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.9219815132809785,11.06490421295166,0.248075,0.24751283521571366,no_schema,overlap_fashion10_o1p00_seed2
11564,0.30792478774987947,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,1.0,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,1.2596868405728272,15.307575702667236,0.14885,0.14855394449734977,wrong_schema,overlap_fashion10_o1p00_seed2
7724,4.08809996962852,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,1.0,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,11.690001249313354,0.684225,0.6814333643472616,qproto_cproto,overlap_fashion10_o1p00_seed2
11564,4.08809996962852,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,1.0,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,12.79915738105774,0.685625,0.6829892765290486,qproto_chop,overlap_fashion10_o1p00_seed2
24364,4.08809996962852,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\fashion_mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,1.0,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,14.864486932754517,0.68685,0.6842364600555442,qproto_masked_hop,overlap_fashion10_o1p00_seed2
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,11.668506145477295,0.16524999999999998,0.16016517440945616,fedavg_schema,overlap_mnist10_o0p20_seed0
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,11.590579986572266,0.16402500000000003,0.1630047732497611,fedadam_schema,overlap_mnist10_o0p20_seed0
7724,0.3162138418309587,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,12.923530578613281,0.150525,0.1496820305193347,fedproto_schema,overlap_mnist10_o0p20_seed0
7724,0.17884628140926473,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,1.245413356306013,14.093806266784668,0.5343249999999999,0.5269654434629036,shared_observable,overlap_mnist10_o0p20_seed0
7724,0.15295277513960504,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.42291347602809687,11.038885354995728,0.21085000000000004,0.20779338157529442,no_schema,overlap_mnist10_o0p20_seed0
11564,0.31714818791355565,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.08025256151741088,13.48666763305664,0.11215,0.11508540901558803,wrong_schema,overlap_mnist10_o0p20_seed0
7724,2.809726785532364,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,12.85320520401001,0.6840499999999999,0.6790346474341976,qproto_cproto,overlap_mnist10_o0p20_seed0
11564,2.809726785532364,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,13.520494937896729,0.684125,0.679080280968777,qproto_chop,overlap_mnist10_o0p20_seed0
24364,4.322308942574762,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,16.35511302947998,0.732925,0.7288128286345783,qproto_masked_hop,overlap_mnist10_o0p20_seed0
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,10.413536310195923,0.142975,0.12241878439209457,fedavg_schema,overlap_mnist10_o0p20_seed1
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,11.283905029296875,0.17715,0.17315740123482795,fedadam_schema,overlap_mnist10_o0p20_seed1
7724,0.3440288016128456,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,12.69511079788208,0.16210000000000002,0.16213770535922886,fedproto_schema,overlap_mnist10_o0p20_seed1
7724,0.19946149898989587,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,1.2493243418276911,16.582348585128784,0.5697249999999999,0.5623272652885023,shared_observable,overlap_mnist10_o0p20_seed1
7724,0.1430916290337596,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.33901242492728584,11.604029655456543,0.21945,0.21794972756786885,no_schema,overlap_mnist10_o0p20_seed1
11564,0.27871780062746104,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.07224513501984094,12.393108606338501,0.12240000000000002,0.12285892056730685,wrong_schema,overlap_mnist10_o0p20_seed1
7724,3.097318701027053,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,12.862303256988525,0.6816,0.6753903812073698,qproto_cproto,overlap_mnist10_o0p20_seed1
11564,3.097318701027053,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,13.700176477432251,0.68345,0.6772325009576065,qproto_chop,overlap_mnist10_o0p20_seed1
24364,4.775803021370195,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,17.24415159225464,0.7416,0.7370843009826781,qproto_masked_hop,overlap_mnist10_o0p20_seed1
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,9.400768756866455,0.16385,0.15679373753802547,fedavg_schema,overlap_mnist10_o0p20_seed2
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,9.310571670532227,0.177,0.17458092291493682,fedadam_schema,overlap_mnist10_o0p20_seed2
7724,0.32133900907269414,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,10.905910968780518,0.16137500000000002,0.1624538240699322,fedproto_schema,overlap_mnist10_o0p20_seed2
7724,0.17661222027435997,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,1.2613028480308612,14.111223459243774,0.562275,0.5561170115861168,shared_observable,overlap_mnist10_o0p20_seed2
7724,0.1294160394143557,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist.npz,0.02,0.01,0.5,96,0.12,10,2000,8000,96,0.2,256,0.5,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.34237119838823965,11.130412340164185,0.220175,0.21710210680523154,no_schema,overlap_mnist10_o0p20_seed2
